admin3name,admin3_pcod,admin2_name,admin2_pcod,admin1_name,admin1_pcod,admin0_name,admin0_pcod,valid_on,version,lang,lat,long
Meda Welabu,ET042203,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.72254967,40.15149665
West Welabu,ET042204,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,6.03537336,39.46563375
Gora Dola,ET042205,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,5.46565936,39.38646206
Gumi Idalo,ET042206,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.92941617,39.54726463
Arero,ET042207,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.84768651,38.86673974
Wachile,ET042208,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.49538635,39.12176101
Dhas,ET042209,East Borena,ET0422,Oromia,ET04,Ethiopia,ET,2021-12-14,v04,en,4.21199337,38.89366978
Ayisha,ET050101,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,10.68901816,42.50537066
Dembel,ET050102,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.91631158,42.49573891
Shinile,ET050103,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.93452027,41.88213975
Erer (SM),ET050104,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.90317319,41.41369605
Afdem,ET050105,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.76863273,40.99990894
Hadhagala,ET050106,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,10.40775074,42.16738751
Miesso,ET050107,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.46616592,40.9036541
Daymeed,ET050108,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.55835847,40.77670552
Dhunyar,ET050109,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,10.48162316,41.21128104
Gota-Biki,ET050198,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.68953959,41.17778421
Gablalu,ET050199,Siti,ET0501,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,10.63901102,41.64927448
Gursum (SM),ET050202,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.20180343,42.63387992
Babile (SM),ET050203,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.52005009,42.31815714
Shabeeley,ET050204,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.13354726,42.81732666
Aw-Bare,ET050205,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.60254216,43.12856789
Kebribeyah,ET050206,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.09755166,43.25196498
Harshin,ET050207,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.90495289,43.77211586
Tuliguled,ET050283,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.46719309,42.7653157
Goljano,ET050290,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.41384007,42.83727964
Jigjiga town,ET050293,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.36806602,42.81375649
Wajale town,ET050295,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.55781506,43.32246422
Kebribayah town,ET050296,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.09588459,43.18126217
Koran /Mulla,ET050297,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.69309428,43.06592957
Haroreys,ET050298,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.37214617,43.03110778
Harawo,ET050299,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,9.96628399,42.92340681
Degehamedo,ET050301,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.05799398,43.03171843
Degehabur,ET050302,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.10629519,43.59211247
Aware,ET050303,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.07102498,44.16626191
Gashamo,ET050304,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.15176117,45.31853272
Gunagado,ET050305,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.65340221,44.14582974
Bilcil-Bur,ET050306,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.38144134,43.29768116
Degahabur town,ET050307,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.22576787,43.55121758
Yocale,ET050382,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.42449498,43.80986216
Daror,ET050392,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.42920903,44.47473443
Burqod,ET050394,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.60964905,43.61650821
Ararso,ET050395,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.70120573,43.37900372
Dig,ET050399,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.68651323,44.49660415
Fik,ET050402,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.15639461,42.30503998
Salahad,ET050403,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.12038227,42.22396566
Hamero,ET050404,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.63455394,42.3023018
Lagahida,ET050407,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.42764286,42.03719382
Meyumuluka,ET050408,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,8.26499933,42.05998012
Qubi,ET050497,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.72151893,41.969878
Yahob,ET050498,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.85384111,42.57323688
Wangey,ET050499,Erer,ET0504,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.44396712,42.20370147
Shaygosh,ET050501,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.3638274,44.05395038
Kebridehar,ET050502,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.73157113,44.26182212
Shilabo,ET050503,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.95573972,45.21766214
Debeweyin,ET050504,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.07129522,44.3895466
Marsin,ET050586,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.36422184,44.65548405
Kebridehar town,ET050592,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.73274525,44.27618756
Goglo,ET050595,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.8382015,44.62732349
Lasdhankayre,ET050596,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.57025268,43.89742349
Higloley,ET050597,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.7353737,44.57207243
El-Ogaden,ET050598,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.41969861,44.43764195
Bodaley,ET050599,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.02321812,43.9281204
East Imi,ET050601,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.65745662,42.30758225
Adadle,ET050602,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.49139915,43.47967002
Danan,ET050603,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.58084951,43.48556435
Gode,ET050604,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.01562431,43.70078077
Kelafo,ET050605,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.36236536,44.15156965
Mustahil,ET050606,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.19786986,44.65081201
Ferfer,ET050607,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.2157877,45.03517386
Berocano,ET050608,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.18180315,43.1971709
Godey town,ET050696,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.95090825,43.55569118
Elale,ET050698,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.1902942,43.92663477
Aba-Korow,ET050699,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.47331156,42.69160831
Danod,ET050701,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.71140801,45.68750232
Bokh,ET050702,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.64505435,46.65093372
Galadi,ET050703,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.99432414,46.29092087
Warder,ET050704,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.76652201,45.55711703
Daratole,ET050788,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.28482714,45.35052291
Lehel-Yucub,ET050798,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.58465405,45.16445772
Galhamur,ET050799,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.73187362,47.33940382
Charati,ET050802,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.29813858,41.67756186
Elkare /Serer,ET050804,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.95108983,42.07910835
West Imi,ET050805,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.24024631,42.28597126
Hargele,ET050806,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.31026606,42.46395839
Barey,ET050807,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.70175617,42.69898458
Dolobay,ET050808,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.48841689,42.09860125
Raso,ET050809,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.5340875,41.91085427
Kohle /Qoxle,ET050898,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.30927097,43.12611288
God-God,ET050899,Afder,ET0508,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.85849386,43.24165172
Filtu,ET050901,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.02927336,40.90141221
Dolo Ado,ET050902,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.1625657,41.65768123
Goro Baqaqsa,ET050903,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.16107813,41.32353591
Guradamole,ET050904,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.09059201,41.01360784
Quarsadula,ET050905,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,,
Deka Suftu,ET050991,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,5.0465652,40.1163294
Bokolmayo,ET050999,Liban,ET0509,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.41628891,41.30106749
Ayun,ET051001,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.11858557,42.39943746
Elwayne,ET051002,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.56155332,43.05625233
Garbo,ET051003,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.31751963,43.20550161
Sagag,ET051005,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.63219989,42.90850456
Dihun,ET051006,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,7.10030247,42.69919643
Horshagah,ET051095,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.99961207,43.46031838
Hararey,ET051096,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,6.92770905,42.9886121
Moyale (SM),ET051103,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,3.82570828,39.47526344
Hudet,ET051104,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.3781151,39.7312741
Mubarek,ET051187,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,4.39391518,40.21739847
Qada Duma,ET051198,Daawa,ET0511,Somali,ET05,Ethiopia,ET,2021-12-14,v04,en,3.75186122,39.63075615
Gilgel Beles town,ET060200,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,11.1526435,36.34092607
Dangur,ET060201,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,11.37190793,36.02500499
Guba,ET060202,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,11.49654287,35.45588012
Wembera,ET060203,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.60571588,35.5520607
Mandura,ET060204,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,11.02043518,36.2793438
Dibate,ET060205,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.46745511,36.21359323
Pawe,ET060206,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,11.29768491,36.40924941
Bulen,ET060207,Metekel,ET0602,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.54513524,35.95689654
Menge,ET060301,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.39348275,34.84244426
Kurmuk,ET060302,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.56786858,34.45907733
Abrahmo,ET060303,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.93140213,34.40079212
Sherkole,ET060304,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.67497172,34.82916034
Bambasi,ET060305,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.78706471,34.70216777
Bilidigilu,ET060306,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.12879104,35.11448509
Homosha,ET060307,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.31382196,34.57354377
Undulu,ET060308,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.21525812,34.91740166
Assosa town Admin,ET060309,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.05722014,34.53958044
Bambasi town,ET060310,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.75785553,34.73077314
Ura,ET060311,Assosa,ET0603,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.1257109,34.63841445
Kamashi town,ET060400,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.51723872,35.85758057
Zayi,ET060401,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.00454369,36.13767595
Sedal,ET060402,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,10.56207854,35.19928093
Kamashi,ET060403,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.47726137,35.91080184
Dembe,ET060404,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.80016023,35.65049345
Mezniga,ET060405,Kamashi,ET0604,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.36746654,36.20043927
Mao-komo Special,ET060508,Mao-komo Special,ET0605,Benishangul-Gumuz,ET06,Ethiopia,ET,2021-12-14,v04,en,9.35618998,34.28564959
Kebena Special,ET070001,Kebena Special,ET0700,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.32226046,37.90869754
Abeshege,ET070102,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.31092233,37.62260788
Ezha,ET070103,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.14351662,38.0363281
Gedebano Gutazer Welene,ET070104,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.31910485,38.19505452
Endiguagn,ET070108,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.82514305,37.85560922
Gumer,ET070109,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.99578999,38.07006752
Cheha,ET070110,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.14680691,37.8268713
Enemor Ener,ET070111,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.04761801,37.75335307
Muhur Na Aklil,ET070112,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.21758085,38.09413092
Geta,ET070113,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.92693387,37.96188033
Welkite town,ET070114,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.28603533,37.77976398
Emdebir town,ET070116,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.12217705,37.92435028
Enor Ener,ET070120,Guraghe,ET0701,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.92650825,37.75587716
Misha,ET070201,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.67587698,37.81251543
Gombora,ET070202,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.58551101,37.62093403
Lemmo,ET070203,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.54256042,37.86004244
Shashogo,ET070204,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.50047994,38.03442419
Misrak Badawacho,ET070205,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.17288308,38.00053453
Soro,ET070206,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.4637778,37.58926446
Duna,ET070207,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.33992876,37.66252844
Analemmo,ET070208,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.63669115,37.98524488
Mirab Badowach,ET070209,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.14744297,37.83185249
Gibe,ET070210,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.7406685,37.66808746
Hosaena town,ET070211,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.54275346,37.8463611
Shone town,ET070212,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.13941358,37.95487239
Gimbichu town,ET070213,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.44782903,37.62455503
Jajura town,ET070214,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.45859047,37.69070537
Ameka,ET070215,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.83023415,37.72462065
Siraro Badawacho,ET070216,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.11361232,38.03866596
Mirab Soro,ET070217,Hadiya,ET0702,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.38118866,37.46238504
Angacha,ET070302,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.35944207,37.86122424
Kediada Gambela,ET070303,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.25350258,37.90204968
Kacha Bira,ET070304,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.22740465,37.77631384
Hadero Tunto,ET070305,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.23564813,37.65568164
Doyogena,ET070306,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.38651713,37.80612123
Damboya,ET070307,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.35761372,37.95706821
Durame town,ET070308,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.2418662,37.89722497
Adilo,ET070309,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.24757196,37.99516955
Shinshincho town,ET070310,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.20429945,37.77658817
Hadero town,ET070312,Kembata,ET0703,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.19303856,37.662735
Butajira town,ET070401,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.11942658,38.38468447
Bui town,ET070402,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.322411,38.55234076
Sodo,ET070403,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.31474152,38.58104595
Meskan,ET070404,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.15056846,38.35896152
Misrak Meskan,ET070405,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.10409464,38.48806686
Debub Sodo,ET070406,East Guraghe,ET0704,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.21332369,38.48515039
Kulito town,ET071401,Halaba,ET0714,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.30841263,38.08700386
Wera,ET071402,Halaba,ET0714,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.32925557,38.09260267
Atote Ulo,ET071403,Halaba,ET0714,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.33942673,38.21051411
Wera Djo,ET071404,Halaba,ET0714,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.52108879,38.30817899
Alicho Woriro,ET072001,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.99393513,38.17949702
Siltie,ET072002,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.97543555,38.31649458
Lanfero,ET072003,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.8470035,38.42256017
Mierab Azenet Berbere,ET072004,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.76774257,37.93187947
Dalocha,ET072005,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.76481068,38.28049013
Sankura,ET072006,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.54700139,38.16869879
Misrak Azenet Berbere,ET072007,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.79977412,38.0237786
Wulbareg,ET072008,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.73360401,38.12784274
Tora town,ET072009,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.88873964,38.42064426
Worabe town,ET072010,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.85509729,38.19872719
Kibet town,ET072011,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,8.01932564,38.32667983
Mito,ET072012,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.69304054,38.34988928
Misrak Siltie,ET072013,Siltie,ET0720,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.93796226,38.42105872
Saja town,ET072401,Yem,ET0724,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.97141035,37.43785419
Fofa,ET072402,Yem,ET0724,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.85023581,37.52026405
Deri Saja zuria,ET072403,Yem,ET0724,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.9751559,37.45467851
Toba,ET072404,Yem,ET0724,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.78986771,37.49305936
Mareko Special,ET072501,Mareko Special,ET0725,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.9946865,38.53249411
Tembaro Special,ET072601,Tembaro Special,ET0726,Central Ethiopia,ET07,Ethiopia,ET,2021-12-14,v04,en,7.27268651,37.4896061
Boloso Sore,ET080101,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,7.0746915,37.71012296
Damot Gale,ET080102,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.99147806,37.88768681
Damot Woide,ET080103,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.88015805,37.93360645
Humbo,ET080104,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.68960105,37.74084545
Sodo Zuria,ET080105,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.83598623,37.73948981
Kindo Koyesha,ET080106,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.92938206,37.51664686
Ofa,ET080107,Wolayita,ET0801,South Ethiopia,ET08,Ethiopia,ET,2021-12-14,v04,en,6.7071742,37.54504403
